date,origin,destination,origin_name,destination_name,airline_code,airline_name,airline_type,season,price_twd
2023-07-31,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,6281
2023-07-31,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,5928
2023-07-31,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,8284
2023-07-31,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,9985
2023-07-31,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,6268
2023-07-31,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,6564
2023-07-31,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,summer,6722
2023-08-01,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,summer,8350
2023-08-01,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,summer,8364
2023-08-01,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,summer,7225
2023-08-01,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,summer,7019
2023-08-01,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,summer,7036
2023-08-01,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,summer,7839
2023-08-01,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,summer,8327
2023-08-01,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,summer,7486
2023-08-01,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,summer,5767
2023-08-01,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,summer,5817
2023-08-01,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,summer,9115
2023-08-01,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,summer,9125
2023-08-01,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,summer,5625
2023-08-01,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,summer,6097
2023-08-01,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,summer,5585
2023-08-01,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,summer,9819
2023-08-01,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,summer,8858
2023-08-01,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,summer,6932
2023-08-01,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,7568
2023-08-01,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,6504
2023-08-01,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,7781
2023-08-01,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,8969
2023-08-01,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,6783
2023-08-01,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,6423
2023-08-01,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,summer,6496
2023-08-02,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,summer,8932
2023-08-02,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,summer,9996
2023-08-02,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,summer,6524
2023-08-02,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,summer,6732
2023-08-02,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,summer,6046
2023-08-02,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,summer,8249
2023-08-02,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,summer,9309
2023-08-02,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,summer,7232
2023-08-02,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,summer,6898
2023-08-02,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,summer,5992
2023-08-02,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,summer,7998
2023-08-02,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,summer,8320
2023-08-02,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,summer,5536
2023-08-02,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,summer,6034
2023-08-02,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,summer,5962
2023-08-02,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,summer,10433
2023-08-02,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,summer,8373
2023-08-02,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,summer,8260
2023-08-02,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,6869
2023-08-02,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,6520
2023-08-02,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,8817
2023-08-02,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,9910
2023-08-02,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,6980
2023-08-02,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,6419
2023-08-02,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,summer,6697
2023-08-03,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,summer,8429
2023-08-03,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,summer,9844
2023-08-03,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,summer,6673
2023-08-03,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,summer,6599
2023-08-03,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,summer,5393
2023-08-03,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,summer,9510
2023-08-03,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,summer,9216
2023-08-03,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,summer,6313
2023-08-03,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,summer,6615
2023-08-03,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,summer,5318
2023-08-03,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,summer,9161
2023-08-03,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,summer,8426
2023-08-03,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,summer,5819
2023-08-03,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,summer,6197
2023-08-03,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,summer,6382
2023-08-03,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,summer,9400
2023-08-03,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,summer,8190
2023-08-03,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,summer,6679
2023-08-03,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,6934
2023-08-03,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,6758
2023-08-03,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,9013
2023-08-03,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,8999
2023-08-03,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,6493
2023-08-03,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,6129
2023-08-03,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,summer,6663
2023-08-04,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,summer,9034
2023-08-04,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,summer,8801
2023-08-04,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,summer,6293
2023-08-04,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,summer,5432
2023-08-04,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,summer,5429
2023-08-04,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,summer,8578
2023-08-04,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,summer,10019
2023-08-04,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,summer,5840
2023-08-04,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,summer,7174
2023-08-04,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,summer,5498
2023-08-04,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,summer,7549
2023-08-04,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,summer,7893
2023-08-04,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,summer,5472
2023-08-04,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,summer,5730
2023-08-04,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,summer,5560
2023-08-04,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,summer,9422
2023-08-04,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,summer,10167
2023-08-04,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,summer,6809
2023-08-04,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,6498
2023-08-04,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,7345
2023-08-04,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,7784
2023-08-04,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,9722
2023-08-04,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,6893
2023-08-04,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,6673
2023-08-04,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,summer,5540
2023-08-05,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,summer,11085
2023-08-05,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,summer,8936
2023-08-05,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,summer,6551
2023-08-05,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,summer,6259
2023-08-05,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,summer,6898
2023-08-05,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,summer,11011
2023-08-05,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,summer,8901
2023-08-05,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,summer,7053
2023-08-05,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,summer,6310
2023-08-05,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,summer,7062
2023-08-05,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,summer,8621
2023-08-05,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,summer,7557
2023-08-05,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,summer,6826
2023-08-05,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,summer,5761
2023-08-05,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,summer,6330
2023-08-05,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,summer,10208
2023-08-05,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,summer,11209
2023-08-05,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,summer,7221
2023-08-05,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,8179
2023-08-05,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,8077
2023-08-05,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,8410
2023-08-05,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,8523
2023-08-05,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,8070
2023-08-05,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,6315
2023-08-05,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,summer,6422
2023-08-06,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,summer,9557
2023-08-06,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,summer,8990
2023-08-06,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,summer,8050
2023-08-06,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,summer,7028
2023-08-06,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,summer,7059
2023-08-06,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,summer,9962
2023-08-06,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,summer,10003
2023-08-06,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,summer,7449
2023-08-06,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,summer,6652
2023-08-06,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,summer,7478
2023-08-06,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,summer,9110
2023-08-06,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,summer,9628
2023-08-06,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,summer,7008
2023-08-06,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,summer,5951
2023-08-06,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,summer,6372
2023-08-06,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,summer,9244
2023-08-06,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,summer,9400
2023-08-06,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,summer,7012
2023-08-06,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,7159
2023-08-06,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,6689
2023-08-06,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,10242
2023-08-06,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,9711
2023-08-06,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,7082
2023-08-06,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,6212
2023-08-06,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,summer,6540
2023-08-07,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,summer,7970
2023-08-07,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,summer,9158
2023-08-07,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,summer,6983
2023-08-07,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,summer,6612
2023-08-07,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,summer,7084
2023-08-07,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,summer,8945
2023-08-07,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,summer,8773
2023-08-07,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,summer,5888
2023-08-07,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,summer,5984
2023-08-07,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,summer,6069
2023-08-07,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,summer,6929
2023-08-07,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,summer,7662
2023-08-07,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,summer,5117
2023-08-07,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,summer,5132
2023-08-07,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,summer,6130
2023-08-07,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,summer,10936
2023-08-07,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,summer,9616
2023-08-07,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,summer,7189
2023-08-07,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,7295
2023-08-07,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,6550
2023-08-07,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,9697
2023-08-07,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,8770
2023-08-07,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,5774
2023-08-07,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,5444
2023-08-07,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,summer,6642
2023-08-08,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,summer,8251
2023-08-08,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,summer,8206
2023-08-08,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,summer,6674
2023-08-08,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,summer,5705
2023-08-08,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,summer,6081
2023-08-08,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,summer,9440
2023-08-08,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,summer,9502
2023-08-08,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,summer,6698
2023-08-08,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,summer,5601
2023-08-08,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,summer,5447
2023-08-08,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,summer,8660
2023-08-08,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,summer,8776
2023-08-08,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,summer,5760
2023-08-08,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,summer,6317
2023-08-08,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,summer,5000
2023-08-08,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,summer,10231
2023-08-08,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,summer,9733
2023-08-08,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,summer,8258
2023-08-08,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,6088
2023-08-08,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,7385
2023-08-08,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,9464
2023-08-08,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,8266
2023-08-08,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,7589
2023-08-08,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,6240
2023-08-08,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,summer,5880
2023-08-09,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,summer,9636
2023-08-09,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,summer,8639
2023-08-09,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,summer,7578
2023-08-09,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,summer,6860
2023-08-09,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,summer,5674
2023-08-09,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,summer,9620
2023-08-09,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,summer,9032
2023-08-09,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,summer,6304
2023-08-09,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,summer,6737
2023-08-09,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,summer,6405
2023-08-09,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,summer,7198
2023-08-09,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,summer,7134
2023-08-09,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,summer,5472
2023-08-09,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,summer,5254
2023-08-09,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,summer,5000
2023-08-09,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,summer,9170
2023-08-09,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,summer,8970
2023-08-09,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,summer,7284
2023-08-09,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,6546
2023-08-09,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,7131
2023-08-09,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,8244
2023-08-09,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,8186
2023-08-09,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,7309
2023-08-09,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,7259
2023-08-09,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,summer,6491
2023-08-10,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,summer,7731
2023-08-10,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,summer,10022
2023-08-10,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,summer,7166
2023-08-10,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,summer,7132
2023-08-10,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,summer,7070
2023-08-10,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,summer,9769
2023-08-10,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,summer,7815
2023-08-10,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,summer,7325
2023-08-10,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,summer,5860
2023-08-10,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,summer,6551
2023-08-10,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,summer,8788
2023-08-10,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,summer,8628
2023-08-10,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,summer,6317
2023-08-10,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,summer,5742
2023-08-10,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,summer,5730
2023-08-10,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,summer,8934
2023-08-10,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,summer,9353
2023-08-10,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,summer,7096
2023-08-10,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,7189
2023-08-10,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,7486
2023-08-10,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,7726
2023-08-10,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,8841
2023-08-10,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,6161
2023-08-10,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,7165
2023-08-10,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,summer,5918
2023-08-11,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,summer,9989
2023-08-11,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,summer,8344
2023-08-11,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,summer,5615
2023-08-11,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,summer,6857
2023-08-11,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,summer,6590
2023-08-11,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,summer,9410
2023-08-11,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,summer,8690
2023-08-11,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,summer,6925
2023-08-11,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,summer,6067
2023-08-11,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,summer,5353
2023-08-11,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,summer,8083
2023-08-11,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,summer,7323
2023-08-11,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,summer,5873
2023-08-11,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,summer,5262
2023-08-11,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,summer,5211
2023-08-11,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,summer,10546
2023-08-11,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,summer,9133
2023-08-11,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,summer,7368
2023-08-11,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,7049
2023-08-11,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,6690
2023-08-11,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,8387
2023-08-11,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,9282
2023-08-11,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,5706
2023-08-11,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,5575
2023-08-11,KHH,KIX,高雄小港,大阪關西,JQ,捷星亞洲,lcc,summer,6685
2023-08-12,TPE,NRT,台北桃園,東京成田,CI,中華航空,traditional,summer,9563
2023-08-12,TPE,NRT,台北桃園,東京成田,BR,長榮航空,traditional,summer,8589
2023-08-12,TPE,NRT,台北桃園,東京成田,IT,台灣虎航,lcc,summer,8039
2023-08-12,TPE,NRT,台北桃園,東京成田,TR,酷航,lcc,summer,6847
2023-08-12,TPE,NRT,台北桃園,東京成田,JQ,捷星亞洲,lcc,summer,5761
2023-08-12,TPE,HND,台北桃園,東京羽田,CI,中華航空,traditional,summer,11010
2023-08-12,TPE,HND,台北桃園,東京羽田,BR,長榮航空,traditional,summer,8816
2023-08-12,TPE,HND,台北桃園,東京羽田,IT,台灣虎航,lcc,summer,7671
2023-08-12,TPE,HND,台北桃園,東京羽田,TR,酷航,lcc,summer,6200
2023-08-12,TPE,HND,台北桃園,東京羽田,JQ,捷星亞洲,lcc,summer,7081
2023-08-12,TPE,KIX,台北桃園,大阪關西,CI,中華航空,traditional,summer,7900
2023-08-12,TPE,KIX,台北桃園,大阪關西,BR,長榮航空,traditional,summer,9942
2023-08-12,TPE,KIX,台北桃園,大阪關西,IT,台灣虎航,lcc,summer,6153
2023-08-12,TPE,KIX,台北桃園,大阪關西,TR,酷航,lcc,summer,6630
2023-08-12,TPE,KIX,台北桃園,大阪關西,JQ,捷星亞洲,lcc,summer,5699
2023-08-12,KHH,NRT,高雄小港,東京成田,CI,中華航空,traditional,summer,10154
2023-08-12,KHH,NRT,高雄小港,東京成田,BR,長榮航空,traditional,summer,11839
2023-08-12,KHH,NRT,高雄小港,東京成田,IT,台灣虎航,lcc,summer,7125
2023-08-12,KHH,NRT,高雄小港,東京成田,TR,酷航,lcc,summer,7367
2023-08-12,KHH,NRT,高雄小港,東京成田,JQ,捷星亞洲,lcc,summer,6961
2023-08-12,KHH,KIX,高雄小港,大阪關西,CI,中華航空,traditional,summer,10259
2023-08-12,KHH,KIX,高雄小港,大阪關西,BR,長榮航空,traditional,summer,8908
2023-08-12,KHH,KIX,高雄小港,大阪關西,IT,台灣虎航,lcc,summer,7599
2023-08-12,KHH,KIX,高雄小港,大阪關西,TR,酷航,lcc,summer,7396
